Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The Hermeneutics of Learner-Centered Approaches and Initiatives in the Philippine Basic Education Sector","Educational Research for Policy and Practice","","3","3","10.1007/s10671-005-4311-z","Allan B. de Guzman","2004","http://link.springer.com/article/10.1007/s10671-005-4311-z","Article"
"Issues for the Asia-Pacific region","Prospects","","31","1","10.1007/BF03220053","Phillip Hughes","2001","http://link.springer.com/article/10.1007/BF03220053","Article"
"Turing Test Considered Mostly Harmless","New Generation Computing","","31","4","10.1007/s00354-013-0401-2","Daniel BerrarAkihiko KonagayaAlfons Schuster","2013","http://link.springer.com/article/10.1007/s00354-013-0401-2","Article"
"An Investigation of Broad and Narrow Personality Traits in Relation to General and Domain-Specific Life Satisfaction of College Students","Research in Higher Education","","46","6","10.1007/s11162-004-4140-6","John W. LounsburyRichard A. SaudargasLucy W. GibsonFrederick T. Leong","2005","http://link.springer.com/article/10.1007/s11162-004-4140-6","Article"
"Bias in cross-cultural neuropsychological testing: problems and possible solutions","Culture and Brain","","6","1","10.1007/s40167-017-0050-2","Alberto Luis FernándezJennifer Abe","2018","http://link.springer.com/article/10.1007/s40167-017-0050-2","Article"
"ECR 2014, Part B","Insights into Imaging","","5","1","10.1007/s13244-014-0317-5","","2014","http://link.springer.com/article/10.1007/s13244-014-0317-5","Article"
"Assumptions behind Singapore’s language-in-education policy: implications for language planning and second language acquisition","Language Policy","","8","2","10.1007/s10993-009-9124-0","L. Quentin Dixon","2009","http://link.springer.com/article/10.1007/s10993-009-9124-0","Article"
"Abstracts","Virchows Archiv","","475","1","10.1007/s00428-019-02631-8","","2019","http://link.springer.com/article/10.1007/s00428-019-02631-8","Article"
"SRI 2020: Scientific Abstracts","Reproductive Sciences","","27","1","10.1007/s43032-020-00176-9","","2020","http://link.springer.com/article/10.1007/s43032-020-00176-9","Article"
"Conference Proceedings of the European Society for Computing and Technology in Anaesthesia and Intensive Care (ESCTAIC) 13th Annual Meeting in co-operation with Institut für Anästhesiologie, UniversitätsSpital Zürich","Journal of Clinical Monitoring and Computing","","17","7 - 8","10.1023/A:1026244803301","","2002","http://link.springer.com/article/10.1023/A%3A1026244803301","Article"
"THE RELATION BETWEEN STUDENTS’ MATH AND READING ABILITY AND THEIR MATHEMATICS, PHYSICS, AND CHEMISTRY EXAMINATION GRADES IN SECONDARY EDUCATION","International Journal of Science and Mathematics Education","","13","5","10.1007/s10763-014-9534-0","Hanke KorpershoekHans KuyperGreetje van der Werf","2015","http://link.springer.com/article/10.1007/s10763-014-9534-0","Article"
"RETRACTED ARTICLE: Toward a novel method to support decision-making process in health and behavioral factors analysis for the composition of IT projects teams","Neural Computing and Applications","","32","15","10.1007/s00521-018-3830-5","Luciano Comin NunesPlácido Rogério PinheiroMirian Caliope Dantas PinheiroMarum Simão FilhoRafael Espíndola Comin Nunes","2020","http://link.springer.com/article/10.1007/s00521-018-3830-5","Article"
"The local environment matters: Evidence from digital healthcare services for patient engagement","Journal of the Academy of Marketing Science","","52","5","10.1007/s11747-023-00972-0","Ruba AljafariFranck SohPankaj SetiaRitu Agarwal","2024","http://link.springer.com/article/10.1007/s11747-023-00972-0","Article"
"A Survey of Text Summarization Approaches Based on Deep Learning","Journal of Computer Science and Technology","","36","3","10.1007/s11390-020-0207-x","Sheng-Luan HouXi-Kun HuangChao-Qun FeiShu-Han ZhangYang-Yang LiQi-Lin SunChuan-Qing Wang","2021","http://link.springer.com/article/10.1007/s11390-020-0207-x","Article"
"3rd International Congress on ADHD From Childhood to Adult Disease","ADHD Attention Deficit and Hyperactivity Disorders","","3","2","10.1007/s12402-011-0058-y","","2011","http://link.springer.com/article/10.1007/s12402-011-0058-y","Article"
"The implicit bias impeding chemistry","Nature Chemistry","","15","5","10.1038/s41557-023-01195-0","Bruce C. Gibb","2023","http://link.springer.com/article/10.1038/s41557-023-01195-0","Article"
"Satisficing Revisited","Minds and Machines","","10","1","10.1023/A:1008325423033","Michael A. GoodrichWynn C. StirlingErwin R. Boer","2000","http://link.springer.com/article/10.1023/A%3A1008325423033","Article"
"Federated Learning on Multimodal Data: A Comprehensive Survey","Machine Intelligence Research","","20","4","10.1007/s11633-022-1398-0","Yi-Ming LinYuan GaoMao-Guo GongSi-Jia ZhangYuan-Qiao ZhangZhi-Yuan Li","2023","http://link.springer.com/article/10.1007/s11633-022-1398-0","Article"
"How a Deweyan science education further enables ethics education","Science & Education","","17","8 - 9","10.1007/s11191-006-9062-6","Scott Webster","2008","http://link.springer.com/article/10.1007/s11191-006-9062-6","Article"
"AI for hiring in context: a perspective on overcoming the unique challenges of employment research to mitigate disparate impact","AI and Ethics","","3","3","10.1007/s43681-022-00208-x","Sara KassirLewis BakerJackson DolphinFrida Polli","2023","http://link.springer.com/article/10.1007/s43681-022-00208-x","Article"
"Wisdom: Meaning, structure, types, arguments, and future concerns","Current Psychology","","42","18","10.1007/s12144-022-02816-6","Kaili ZhangJuan ShiFengyan WangMichel Ferrari","2023","http://link.springer.com/article/10.1007/s12144-022-02816-6","Article"
"Animal Studies in the Language Sciences","Biosemiotics","","11","1","10.1007/s12304-018-9313-3","Prisca Augustyn","2018","http://link.springer.com/article/10.1007/s12304-018-9313-3","Article"
"Derivative-free reinforcement learning: a review","Frontiers of Computer Science","","15","6","10.1007/s11704-020-0241-4","Hong QianYang Yu","2021","http://link.springer.com/article/10.1007/s11704-020-0241-4","Article"
"Transformer: A General Framework from Machine Translation to Others","Machine Intelligence Research","","20","4","10.1007/s11633-022-1393-5","Yang ZhaoJiajun ZhangChengqing Zong","2023","http://link.springer.com/article/10.1007/s11633-022-1393-5","Article"
"Towards Autonomous Creative Systems: A Computational Approach","Cognitive Computation","","4","3","10.1007/s12559-012-9131-x","Rob Saunders","2012","http://link.springer.com/article/10.1007/s12559-012-9131-x","Article"
"Centrality measure and visualization technique for multiple-parent nodes of earthquakes based on correlation-metric","Applied Network Science","","8","1","10.1007/s41109-023-00541-y","Yuki YamagishiKazumi SaitoKazuro HiraharaNaonori Ueda","2023","http://link.springer.com/article/10.1007/s41109-023-00541-y","Article"
"Development of combinatory manipulation in chimpanzee infants (Pan troglodytes)","Animal Cognition","","4","3 - 4","10.1007/s100710100089","Hideko Takeshita","2001","http://link.springer.com/article/10.1007/s100710100089","Article"
"Gardening as a learning environment: A study of children’s perceptions and understanding of school gardens as part of an international project","Learning Environments Research","","10","2","10.1007/s10984-007-9025-0","Rob BowkerPenni Tearle","2007","http://link.springer.com/article/10.1007/s10984-007-9025-0","Article"
"How does authentic leadership influence employee voice? From the perspective of the theory of planned behavior","Current Psychology","","42","3","10.1007/s12144-021-01464-6","Zhihua XuFu YangJianfeng Peng","2023","http://link.springer.com/article/10.1007/s12144-021-01464-6","Article"
"A retrospective of knowledge graphs","Frontiers of Computer Science","","12","1","10.1007/s11704-016-5228-9","Jihong YanChengyu WangWenliang ChengMing GaoAoying Zhou","2018","http://link.springer.com/article/10.1007/s11704-016-5228-9","Article"
"C scientific exhibits (SE)","European Radiology","","12","1","10.1007/s00330-002-0003-8","","2002","http://link.springer.com/article/10.1007/s00330-002-0003-8","Article"
"The chimpanzee mind: in search of the evolutionary roots of the human mind","Animal Cognition","","12","1","10.1007/s10071-009-0277-1","Tetsuro Matsuzawa","2009","http://link.springer.com/article/10.1007/s10071-009-0277-1","Article"
"Let me Count the Ways. Analysing the Relationship between the Learner and Everyday Technology in Early Childhood","Research in Science Education","","31","1","10.1023/A:1012654110604","Margaret Carr","2001","http://link.springer.com/article/10.1023/A%3A1012654110604","Article"
"Abstracts from the 38th Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","30","2","10.1007/s11606-015-3271-0","","2015","http://link.springer.com/article/10.1007/s11606-015-3271-0","Article"
"Multiple Chemical Sensitivity: A Review of the Theoretical and Research Literature","Neuropsychology Review","","10","4","10.1023/A:1026460726965","Andrew S. LabargeRobert J. McCaffrey","2000","http://link.springer.com/article/10.1023/A%3A1026460726965","Article"
"ECTES Abstracts 2018","European Journal of Trauma and Emergency Surgery","","44","2","10.1007/s00068-018-0934-7","","2018","http://link.springer.com/article/10.1007/s00068-018-0934-7","Article"
"Behavior Genetics Association 37th Annual Meeting Abstracts","Behavior Genetics","","37","6","10.1007/s10519-007-9169-9","Michael C. Stallings","2007","http://link.springer.com/article/10.1007/s10519-007-9169-9","Article"
"Single-cell omics: experimental workflow, data analyses and applications","Science China Life Sciences","","","","10.1007/s11427-023-2561-0","Fengying SunHaoyan LiDongqing SunShaliu FuLei GuXin ShaoQinqin WangXin DongBin DuanFeiyang XingJun WuMinmin XiaoFangqing ZhaoJing-Dong J. HanQi LiuXiaohui Fan","2024","http://link.springer.com/article/10.1007/s11427-023-2561-0","Article"
"Unveiling the power of convolutional neural networks in melanoma diagnosis","European Journal of Dermatology","","33","5","10.1684/ejd.2023.4559","Loïc Van DierenJonathan Z. AmarNaomi GeursTom QuisenaertsClément GilletBenoit DelforgeLara De Crane D’HeysselaerFilip Thiessen EfCurtis L. Cetrulo JrAlexandre G. Lellouch","2023","http://link.springer.com/article/10.1684/ejd.2023.4559","Article"
"Application and Prospects of Deep Learning Technology in Fracture Diagnosis","Current Medical Science","","","","10.1007/s11596-024-2928-5","Jia-yao ZhangJia-ming YangXin-meng WangHong-lin WangHong ZhouZi-neng YanYi XiePeng-ran LiuZhi-wei HaoZhe-wei Ye","2024","http://link.springer.com/article/10.1007/s11596-024-2928-5","Article"
"ECTES-Abstracts 2017","European Journal of Trauma and Emergency Surgery","","43","1","10.1007/s00068-017-0781-y","","2017","http://link.springer.com/article/10.1007/s00068-017-0781-y","Article"
"The measurement of interpersonal interactions with continuous spatiotemporal data: Application to a study of the effects of resource competition on racial group interactions","Behavior Research Methods","","52","2","10.3758/s13428-019-01287-1","John TawaRosalyn NegrónJürgen Pfeffer","2020","http://link.springer.com/article/10.3758/s13428-019-01287-1","Article"
"On the strategic value of equifinal choice","Journal of Organization Design","","11","2","10.1007/s41469-022-00112-y","Jose P. ArrietaYash R. Shrestha","2022","http://link.springer.com/article/10.1007/s41469-022-00112-y","Article"
"The French-as-a-second-language learning experience of anglophone and allophone university students","Journal of International Migration and Integration / Revue de l'integration et de la migration internationale","","2","4","10.1007/s12134-001-1012-1","Diane CoulombeWilliam L. Roberts","2001","http://link.springer.com/article/10.1007/s12134-001-1012-1","Article"
"Life, the universe and everything","Biology & Philosophy","","29","2","10.1007/s10539-013-9417-8","Andy Gardner","2014","http://link.springer.com/article/10.1007/s10539-013-9417-8","Article"
"The Concept of Relevance and the Logic Diagram Tradition","Logica Universalis","","4","1","10.1007/s11787-010-0014-1","Jan Dejnožka","2010","http://link.springer.com/article/10.1007/s11787-010-0014-1","Article"
"Emotion Regulation Deficits as Mediators Between Trauma Exposure and Borderline Symptoms","Cognitive Therapy and Research","","37","3","10.1007/s10608-012-9515-y","Raluca M. GaherNicole L. HofmanJeffrey S. SimonsRyan Hunsaker","2013","http://link.springer.com/article/10.1007/s10608-012-9515-y","Article"
"Reducing the achievement GAP","Society","","37","5","10.1007/s12115-000-1034-x","Barbara L. McCombs","2000","http://link.springer.com/article/10.1007/s12115-000-1034-x","Article"
"Abstracts of the ICARE 2022 76th SIAARTI National Congress","Journal of Anesthesia, Analgesia and Critical Care","","2","1","10.1186/s44158-022-00070-7","","2022","http://link.springer.com/article/10.1186/s44158-022-00070-7","Article"
"Transforming Early Childhood Education: the Nuri Curriculum Reform in South Korea","Journal of the Knowledge Economy","","15","3","10.1007/s13132-023-01586-1","Xiaodan JinEunhye KimKyung-chul Kim","2024","http://link.springer.com/article/10.1007/s13132-023-01586-1","Article"
"Cultural trauma, counter-narratives, and dialogical intellectuals: the works of Murakami Haruki and Mori Tatsuya in the context of the Aum affair","Theory and Society","","45","6","10.1007/s11186-016-9279-6","Rin UshiyamaPatrick Baert","2016","http://link.springer.com/article/10.1007/s11186-016-9279-6","Article"
"Nature Biotechnology's academic spinouts of 2016","Nature Biotechnology","","35","4","10.1038/nbt.3847","Aaron BouchieLaura DeFrancescoCormac SheridanSarah Webb","2017","http://link.springer.com/article/10.1038/nbt.3847","Article"
"23rd European Congress of Trauma and Emergency Surgery","European Journal of Trauma and Emergency Surgery","","","","10.1007/s00068-024-02599-4","","2024","http://link.springer.com/article/10.1007/s00068-024-02599-4","Article"
"School Chemistry vs. Chemistry in Research: An Exploratory Experiment","Journal of Science Education and Technology","","10","3","10.1023/A:1016638616725","Clarisse L. HabrakenWim BuijsHens BorkentWilly LigeonHarry WenderMarijn Meijer","2001","http://link.springer.com/article/10.1023/A%3A1016638616725","Article"
"In defence of epistemic vices","Synthese","","200","1","10.1007/s11229-022-03572-7","Steven Bland","2022","http://link.springer.com/article/10.1007/s11229-022-03572-7","Article"
"A Jeffersonian vision of nurturing talent and creativity: toward a more equitable and productive gifted education","Asia Pacific Education Review","","16","2","10.1007/s12564-015-9364-y","David Yun Dai","2015","http://link.springer.com/article/10.1007/s12564-015-9364-y","Article"
"Multiple causal attributions: An investigation of college students learning a foreign language","European Journal of Psychology of Education","","28","4","10.1007/s10212-013-0183-4","Ying DongRobert H. StupniskyJ. Colleen Berry","2013","http://link.springer.com/article/10.1007/s10212-013-0183-4","Article"
"Leadership of the present, current theories of multiple involvements: a bibliometric analysis","Scientometrics","","107","1","10.1007/s11192-016-1880-y","Diana TalAvishag Gordon","2016","http://link.springer.com/article/10.1007/s11192-016-1880-y","Article"
"A Review of Collaborative Air-Ground Robots Research","Journal of Intelligent & Robotic Systems","","106","3","10.1007/s10846-022-01756-4","Chang LiuJin ZhaoNianyi Sun","2022","http://link.springer.com/article/10.1007/s10846-022-01756-4","Article"
"Single hidden layer artificial neural network models versus multiple linear regression model in forecasting the time series of total ozone","International Journal of Environmental Science & Technology","","4","1","10.1007/BF03325972","G. Bandyopadhyay B.Sc. in chemistry, M.Sc.S. Chattopadhyay B.Sc.","2007","http://link.springer.com/article/10.1007/BF03325972","Article"
"Democratic Education and Critical Pedagogy","The Urban Review","","32","3","10.1023/A:1005177227794","Tony KnightArt Pearl","2000","http://link.springer.com/article/10.1023/A%3A1005177227794","Article"
"Progress towards automated diabetic ocular screening: A review of image analysis and intelligent systems for diabetic retinopathy","Medical and Biological Engineering and Computing","","40","1","10.1007/BF02347689","T. TengM. LefleyProf. D. Claremont","2002","http://link.springer.com/article/10.1007/BF02347689","Article"
"Meeting Abstracts from the 5th National Big Data Health Science Conference","BMC Proceedings","","18","8","10.1186/s12919-024-00292-3","","2024","http://link.springer.com/article/10.1186/s12919-024-00292-3","Article"
"Environmental Metal Exposure, Neurodevelopment, and the Role of Iron Status: a Review","Current Environmental Health Reports","","9","4","10.1007/s40572-022-00378-0","Samantha SchildrothKatarzyna KordasJulia Anglen BauerRobert O. WrightBirgit Claus Henn","2022","http://link.springer.com/article/10.1007/s40572-022-00378-0","Article"
"33rd Annual Meeting & Pre-Conference Programs of the Society for Immunotherapy of Cancer (SITC 2018)","Journal for ImmunoTherapy of Cancer","","6","1","10.1186/s40425-018-0423-x","","2018","http://link.springer.com/article/10.1186/s40425-018-0423-x","Article"
"Opinion: Notes From a Radical Behaviorist","Behavior and Social Issues","","16","2","10.5210/bsi.v16i2.369","Richard W. Malott","2007","http://link.springer.com/article/10.5210/bsi.v16i2.369","Article"
"SPR 2017","Pediatric Radiology","","47","1","10.1007/s00247-017-3809-x","","2017","http://link.springer.com/article/10.1007/s00247-017-3809-x","Article"
"Higher Cognitive Abilities in Birds: A Comparative Evolutionary Analysis","Neuroscience and Behavioral Physiology","","52","1","10.1007/s11055-022-01208-4","Z. A. ZorinaT. A. ObozovaA. A. Smirnova","2022","http://link.springer.com/article/10.1007/s11055-022-01208-4","Article"
"HYPO’S legacy: introduction to the virtual special issue","Artificial Intelligence and Law","","25","2","10.1007/s10506-017-9201-1","T. J. M. Bench-Capon","2017","http://link.springer.com/article/10.1007/s10506-017-9201-1","Article"
"Tench, Tinca tinca (L.), fish farms as a tool
for environmental education","Aquaculture International","","14","1 - 2","10.1007/s10499-005-9027-9","Raquel P. Fernández Lo FasoRamón Velasco GemioJosé C. Escudero GarcíaEncarnación García Ceballos-ZúñigaCarmen BuenoJosé Martín Gallardo","2006","http://link.springer.com/article/10.1007/s10499-005-9027-9","Article"
"Comprehension of humor in children with nonverbal learning disabilities, reading disabilities, and without learning disabilities","Annals of Dyslexia","","58","2","10.1007/s11881-008-0016-3","Margaret Semrud-ClikemanKimberly Glass","2008","http://link.springer.com/article/10.1007/s11881-008-0016-3","Article"
"Abstracts from the 2022 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","37","2","10.1007/s11606-022-07653-8","","2022","http://link.springer.com/article/10.1007/s11606-022-07653-8","Article"
"Systematic review of institutional innovation literature: towards a multi-level management model","Management Review Quarterly","","73","2","10.1007/s11301-022-00259-8","Hameeda A. AlMalkiChristopher M. Durugbo","2023","http://link.springer.com/article/10.1007/s11301-022-00259-8","Article"
"Institutions Meet Mind: The Way out of a Deadlock","Constitutional Political Economy","","11","2","10.1023/A:1009085717188","Salvatore RizzelloMargherita Turvani","2000","http://link.springer.com/article/10.1023/A%3A1009085717188","Article"
"Misconceptions die hard: prevalence and reduction of wrong beliefs in topics from educational psychology among preservice teachers","European Journal of Psychology of Education","","36","2","10.1007/s10212-020-00474-5","Cordelia MenzBirgit SpinathEva Seifried","2021","http://link.springer.com/article/10.1007/s10212-020-00474-5","Article"
"The 49th Annual Meeting of the European Society for Blood and Marrow Transplantation: Physicians – Poster Session (P001-P708)","Bone Marrow Transplantation","","58","1","10.1038/s41409-023-02056-7","","2023","http://link.springer.com/article/10.1038/s41409-023-02056-7","Article"
"Abstracts of the Proceedings of the XVIIIth Congress of the European Society for Stereotactic and Functional Neurosurgery (ESSFN)","Acta Neurochirurgica","","150","9","10.1007/s00701-008-0030-6","","2008","http://link.springer.com/article/10.1007/s00701-008-0030-6","Article"
"Abstracts 3rd Biennial Meeting of InSiGHT (International Society for Gastrointestinal Hereditary Tumours)","Familial Cancer","","9","4","10.1007/s10689-010-9351-8","","2010","http://link.springer.com/article/10.1007/s10689-010-9351-8","Article"
"Bibliometric Analysis on Global Research Trends in Air Pollution Prediction Research Using Machine Learning from 1991–2023 Using Scopus Database","Aerosol Science and Engineering","","8","3","10.1007/s41810-024-00221-z","Asif AnsariAbdur Rahman Quaff","2024","http://link.springer.com/article/10.1007/s41810-024-00221-z","Article"
"Fathers’ roles in the process of talent development","Asia Pacific Education Review","","11","4","10.1007/s12564-010-9119-8","Seon-Young Lee","2010","http://link.springer.com/article/10.1007/s12564-010-9119-8","Article"
"Abstract","Breast Cancer Research and Treatment","","100","1","10.1007/s10549-006-5678-0","","2006","http://link.springer.com/article/10.1007/s10549-006-5678-0","Article"
"Responsible Leadership in a Stakeholder Society – A Relational Perspective","Journal of Business Ethics","","66","1","10.1007/s10551-006-9047-z","Thomas MaakNicola M. Pless","2006","http://link.springer.com/article/10.1007/s10551-006-9047-z","Article"
"A many objective chimp optimization algorithm to de-cluster earthquake catalogs in space time domain","Soft Computing","","28","6","10.1007/s00500-023-09314-2","Ashish SharmaSatyasai Jagannath Nanda","2024","http://link.springer.com/article/10.1007/s00500-023-09314-2","Article"
"Advancements in research on creativity and giftedness in mathematics education: introduction to the special issue","ZDM","","49","1","10.1007/s11858-017-0836-x","Florence Mihaela SingerLinda Jensen SheffieldRoza Leikin","2017","http://link.springer.com/article/10.1007/s11858-017-0836-x","Article"
"Rejoinder in Defense of the Standard model of the Mind: From Whimsical to Systematic Science","Educational Psychology Review","","24","1","10.1007/s10648-011-9187-2","Andreas DemetriouGeorge SpanoudisAntigoni Mouyi","2012","http://link.springer.com/article/10.1007/s10648-011-9187-2","Article"
"Proceedings of the 31st European Paediatric Rheumatology Congress: part 2","Pediatric Rheumatology","","22","2","10.1186/s12969-024-01005-y","","2024","http://link.springer.com/article/10.1186/s12969-024-01005-y","Article"
"62ND ASMS Conference on Mass Spectrometry and Allied Topics","Journal of The American Society for Mass Spectrometry","","25","1","10.1007/s13361-014-0918-8","Judith Sjoberg","2014","http://link.springer.com/article/10.1007/s13361-014-0918-8","Article"
"DEPTH – Developing Professional Thinking for Technology Teachers: An International Study","International Journal of Technology and Design Education","","14","2","10.1023/B:ITDE.0000026475.55323.01","Frank BanksDavid BarlexEsa-Matti JarvinenGary O'SullivanGwyneth Owen-JacksonMarion Rutland","2004","http://link.springer.com/article/10.1023/B%3AITDE.0000026475.55323.01","Article"
"Towards trustworthy LLMs: a review on debiasing and dehallucinating in large language models","Artificial Intelligence Review","","57","9","10.1007/s10462-024-10896-y","Zichao LinShuyan GuanWending ZhangHuiyan ZhangYugang LiHuaping Zhang","2024","http://link.springer.com/article/10.1007/s10462-024-10896-y","Article"
"1st International One Health Congress Abstracts","EcoHealth","","7","1","10.1007/s10393-010-0376-0","","2011","http://link.springer.com/article/10.1007/s10393-010-0376-0","Article"
"A new multi-agent system framework for tacit knowledge management in manufacturing supply chains","Journal of Intelligent Manufacturing","","20","5","10.1007/s10845-008-0142-0","Khalid Al-MutawahVincent LeeYen Cheung","2009","http://link.springer.com/article/10.1007/s10845-008-0142-0","Article"
"Society of general internal medicine 29th Annual meeting Los Angeles, California April 26–29, 2006","Journal of General Internal Medicine","","21","4","10.1111/j.1525-1497.2006.00469.x","","2006","http://link.springer.com/article/10.1111/j.1525-1497.2006.00469.x","Article"
"Deep learning applications in games: a survey from a data perspective","Applied Intelligence","","53","24","10.1007/s10489-023-05094-2","Zhipeng HuYu DingRunze WuLincheng LiRongsheng ZhangYujing HuFeng QiuZhimeng ZhangKai WangShiwei ZhaoYongqiang ZhangJi JiangYadong XiJiashu PuWei ZhangSuzhen Wang","2023","http://link.springer.com/article/10.1007/s10489-023-05094-2","Article"
"The 50th Annual Meeting of the European Society for Blood and Marrow Transplantation: Physicians – Poster Session (P001-P755)","Bone Marrow Transplantation","","59","1","10.1038/s41409-024-02348-6","","2024","http://link.springer.com/article/10.1038/s41409-024-02348-6","Article"
"Social Taste Buds: Evidence of Evolved Same-Sex Friend Preferences from a Policy-Capturing Study","Evolutionary Psychological Science","","6","3","10.1007/s40806-019-00218-9","Adar EisenbruchJames Roney","2020","http://link.springer.com/article/10.1007/s40806-019-00218-9","Article"
"Rejection sensitivity and trait anxiety: The indirect effects of regulatory emotional self-efficacy and shyness","Current Psychology","","41","8","10.1007/s12144-020-01070-y","Qinqin WuGuangming RanQi Zhang","2022","http://link.springer.com/article/10.1007/s12144-020-01070-y","Article"
"App-centric Students and Academic Integrity: A Proposal for Assembling Socio-technical Responsibility","Journal of Academic Ethics","","19","1","10.1007/s10805-020-09387-w","Theresa Ashford","2021","http://link.springer.com/article/10.1007/s10805-020-09387-w","Article"
"Zika: the cost of neglect","Palgrave Communications","","2","1","10.1057/palcomms.2016.60","Sahotra SarkarLauren Gardner","2016","http://link.springer.com/article/10.1057/palcomms.2016.60","Article"
"A pilot study to estimate the population size of endangered Galápagos marine iguanas using drones","Frontiers in Zoology","","20","1","10.1186/s12983-022-00478-5","Andrea Varela-JaramilloGonzalo Rivas-TorresJuan M. GuayasaminSebastian SteinfartzAmy MacLeod","2023","http://link.springer.com/article/10.1186/s12983-022-00478-5","Article"
"ECTES Abstracts 2020","European Journal of Trauma and Emergency Surgery","","46","1","10.1007/s00068-020-01343-y","","2020","http://link.springer.com/article/10.1007/s00068-020-01343-y","Article"
"Beyond black-box models: explainable AI for embryo ploidy prediction and patient-centric consultation","Journal of Assisted Reproduction and Genetics","","41","9","10.1007/s10815-024-03178-7","Thi-My-Trang LuongNguyen-Tuong HoYuh-Ming HwuShyr-Yeu LinJason Yen-Ping HoRuey-Sheng WangYi-Xuan LeeShun-Jen TanYi-Rong LeeYung-Ling HuangYi-Ching HsuNguyen-Quoc-Khanh LeChii-Ruey Tzeng","2024","http://link.springer.com/article/10.1007/s10815-024-03178-7","Article"
"Validated tests for language research with university students whose native language is English: Tests of vocabulary, general knowledge, author recognition, and reading comprehension","Behavior Research Methods","","55","3","10.3758/s13428-022-01856-x","Hanke VermeirenAaron VandendaeleMarc Brysbaert","2023","http://link.springer.com/article/10.3758/s13428-022-01856-x","Article"
"The Neuropsychological Perspective on Autism","Journal of Developmental and Physical Disabilities","","17","4","10.1007/s10882-005-6623-6","Ryan T. TonnJohn E. Obrzut","2005","http://link.springer.com/article/10.1007/s10882-005-6623-6","Article"
"Detecting and Mitigating Encoded Bias in Deep Learning-Based Stealth Assessment Models for Reflection-Enriched Game-Based Learning Environments","International Journal of Artificial Intelligence in Education","","34","3","10.1007/s40593-023-00379-6","Anisha GuptaDan CarpenterWookhee MinJonathan RoweRoger AzevedoJames Lester","2024","http://link.springer.com/article/10.1007/s40593-023-00379-6","Article"
"Visual transformation for interactive spatiotemporal data mining","Knowledge and Information Systems","","13","2","10.1007/s10115-007-0075-5","Yang CaiRichard StumpfTimothy WynneMichelle TomlinsonDaniel Sai Ho ChungXavier BoutonnierMatthias IhmigRafael FrancoNathaniel Bauernfeind","2007","http://link.springer.com/article/10.1007/s10115-007-0075-5","Article"
"Analyzing Leadership Attributes in Faith-Based Organizations: Idealism Versus Reality","Journal of Business Ethics","","170","4","10.1007/s10551-019-04358-7","Krystin ZiganYingFei HéliotAlan Le Grys","2021","http://link.springer.com/article/10.1007/s10551-019-04358-7","Article"
"Deep learning enables robust assessment and selection of human blastocysts after in vitro fertilization","npj Digital Medicine","","2","1","10.1038/s41746-019-0096-y","Pegah KhosraviEhsan KazemiQiansheng ZhanJonas E. MalmstenMarco ToschiPantelis ZisimopoulosAlexandros SigarasStuart LaveryLee A. D. CooperCristina HickmanMarcos MeseguerZev RosenwaksOlivier ElementoNikica ZaninovicIman Hajirasouliha","2019","http://link.springer.com/article/10.1038/s41746-019-0096-y","Article"
"The political choreography of the Sophia robot: beyond robot rights and citizenship to political performances for the social robotics market","AI & SOCIETY","","36","3","10.1007/s00146-020-01104-w","Jaana ParviainenMark Coeckelbergh","2021","http://link.springer.com/article/10.1007/s00146-020-01104-w","Article"
"Practical Guide to Measuring Wetland Carbon Pools and Fluxes","Wetlands","","43","8","10.1007/s13157-023-01722-2","Sheel BansalIrena F. CreedBrian A. TangenScott D. BridghamAnkur R. DesaiKen W. KraussScott C. NeubauerGregory B. NoeDonald O. RosenberryCarl TrettinKimberly P. WicklandScott T. AllenAriane Arias-OrtizAnna R. ArmitageDennis BaldocchiKakoli Banerjee","2023","http://link.springer.com/article/10.1007/s13157-023-01722-2","Article"
"From a perspective on foreign language learning anxiety to develop an affective tutoring system","Educational Technology Research and Development","","63","5","10.1007/s11423-015-9385-6","Hao-Chiang Koong LinChing-Ju ChaoTsu-Ching Huang","2015","http://link.springer.com/article/10.1007/s11423-015-9385-6","Article"
"Lighting transfer across multiple views through local color transforms","Computational Visual Media","","3","4","10.1007/s41095-017-0085-5","Qian ZhangPierre-Yves LaffontTerence Sim","2017","http://link.springer.com/article/10.1007/s41095-017-0085-5","Article"
"Interview: An Interview with Robert J. Sternberg About Educational Psychology: The Current “State of the Art”","Educational Psychology Review","","14","3","10.1023/A:1016016513231","Gregory KeaneMichael F. Shaughnessy","2002","http://link.springer.com/article/10.1023/A%3A1016016513231","Article"
"34th Annual Meeting & Pre-Conference Programs of the Society for Immunotherapy of Cancer (SITC 2019): part 1","Journal for ImmunoTherapy of Cancer","","7","1","10.1186/s40425-019-0763-1","","2019","http://link.springer.com/article/10.1186/s40425-019-0763-1","Article"
"Sustainability policy as if people mattered: developing a framework for environmentally significant behavioral change","Journal of Bioeconomics","","19","1","10.1007/s10818-016-9238-3","Chad M. BaumChristian Gross","2017","http://link.springer.com/article/10.1007/s10818-016-9238-3","Article"
